invoice_number,vendor_id,delivery_method,menu_items,invoice_date,tax,total,customer_id
54557,1,pickup,Sausage McMuffin Meal|Medium Frozen Fanta (Wild Cherry),2023-04-25,0.06875,7.67,3261
54558,2,pickup,Small 6 pc Wing Combo Boneless|24pc Family Pack Mix & Match|15 Wings Boneless,2023-04-25,0.05300,62.62,8399
54559,1,pickup,Medium Strawberry Banana Smoothie|Big Breakfast With Hotcakes,2023-04-25,0.06100,10.91,4829
54560,1,delivery,Medium Cappuccino|Filet O Fish,2023-04-25,0.06350,8.70,5569
54561,2,pickup,Cheese Fries Large,2023-04-25,0.07250,6.21,1797
54562,1,pickup,Sausage Egg Cheese McGriddle|Steak Egg Cheese Bagel,2023-04-25,0.06100,11.12,6949
54563,3,pickup,Hot Cinnamon Delights Coffee|Supreme Taco Party Pack|Crispy Melt Taco,2023-04-25,0.06500,35.01,1647
54564,1,pickup,English McMuffin|Medium French Fries|Iced Pumpkin Coffee,2023-04-25,0.04500,8.33,7741
54565,3,delivery,Dole Lemonade Strawberry Squeeze|Cheesy Gordita Crunch Cravings Trio,2023-04-25,0.06100,8.37,5615
54566,2,delivery,30pc Crew Pack Mix & Match,2023-04-25,0.00000,41.39,2942
54567,3,delivery,Avocado Ranch Sauce|Diablo Sauce Packet|Chips And Nacho Cheese Sauce,2023-04-25,0.06100,2.01,8619
54568,3,delivery,Diet Mountain Dew (Small),2023-04-25,0.04450,2.81,2799
54569,1,delivery,Double Hamburger|Medium Hazelnut Cappuccino|Splenda Packet,2023-04-25,0.06850,6.28,1076
54570,1,pickup,Daily Double|Medium Frozen Coca Cola,2023-04-25,0.06350,5.40,7800
54571,3,delivery,Diablo Sauce Packet|Brisk Dragon Paradise Sparkling Iced Tea,2023-04-25,0.07250,3.10,6306
54572,3,pickup,Power Menu Bowl Veggie,2023-04-25,0.00000,6.69,9170
54573,1,pickup,Medium Premium Hot Chocolate|Medium Iced Latte|Bagel,2023-04-25,0.07000,8.31,1874
54574,3,pickup,Reduced-Fat Sour Cream|Red Sauce,2023-04-25,0.05500,0.95,7560
54575,1,pickup,40 Pieces McNuggets|Double Bacon Quarter Pounder With Cheese,2023-04-25,0.06100,21.84,8805
54576,3,pickup,Mug Root Beer (Medium)|Bean Burrito|Cheesy Fiesta Potatoes,2023-04-25,0.05600,6.52,4923
54577,2,pickup,Medium 8 pc Wing Combo Classic,2023-04-25,0.05300,13.99,6576
54578,2,delivery,Louisiana Voodoo Fries Large|Medium 8 pc Wing Combo Mix & Match|Large 5 pc Crispy Tender Combo,2023-04-25,0.04450,32.66,7294
54579,2,delivery,30pc Crew Pack Boneless|Small 3 pc Crispy Tender Combo,2023-04-25,0.06350,45.92,9028
54580,2,delivery,50 Wings Mix & Match|100pc Pack Mix & Match|100 Wings Mix & Match,2023-04-25,0.06850,324.36,4434
54581,1,delivery,Bacon Egg Cheese McGriddle Meal|Chicken McGriddle Meal|Medium Frozen Coca Cola,2023-04-25,0.04450,14.49,2748
54582,3,pickup,Doritos Cheesy Gordita Crunch Nacho Cheese|3 Crunchy Tacos Combo,2023-04-25,0.05600,13.07,8763
54583,1,pickup,Chicken McGriddle Meal|Crispy Chicken Sandwich|Big Breakfast With Hotcakes,2023-04-25,0.04000,17.54,6925
54584,3,pickup,Cinnamon Twists|Cheesy Gordita Crunch|Orange Juice,2023-04-25,0.06350,8.27,7210
54585,2,pickup,Cajun Friend Corn Large|30 Crispy Tenders,2023-04-25,0.07000,53.59,5481
54586,1,delivery,Medium Fanta Orange,2023-04-25,0.05750,1.89,3628
54587,2,pickup,24pc Family Pack Mix & Match|Large 10 pc Wing Combo Boneless|Veggie Sticks Celery Only,2023-04-25,0.06850,51.90,9955
54588,2,delivery,50pc Party Pack Mix & Match|10 Wings Boneless|50 Wings Boneless,2023-04-25,0.07250,135.75,6090
54589,2,delivery,15pc Meal for 2 Classic,2023-04-25,0.06625,26.75,6036
54590,3,pickup,Power Menu Bowl,2023-04-25,0.06850,7.68,467
54591,1,delivery,Double Quarter Pounder With Cheese Meal|Medium Hot Tea,2023-04-25,0.07000,12.60,1506
54592,1,pickup,Medium Coke|Medium Iced Caramel Macchiato,2023-04-25,0.06000,4.32,9684
54593,2,delivery,Small 3 pc Crispy Tender Combo,2023-04-25,0.06625,10.23,685
54594,1,pickup,Double Hamburger|10 Pieces McNuggets Meal|McDouble,2023-04-25,0.06850,15.03,5280
54595,3,delivery,Variety Taco Party Pack|3 Doritos Locos Tacos Supreme Combo,2023-04-25,0.07250,39.88,7891
54596,1,pickup,Medium French Vanilla Latte,2023-04-25,0.05000,3.45,1883
54597,2,pickup,30 Wings Classic|Louisiana Voodoo Fries Large|Medium 8 pc Wing Combo Boneless,2023-04-25,0.06500,53.32,19
54598,1,delivery,Plain Sundae,2023-04-25,0.06875,3.73,895
54599,3,delivery,Beefy Melt Burrito|Mexican Pizza Combo|Classic Combo,2023-04-25,0.06850,18.05,6744
54600,3,delivery,Spicy Potato Soft Tacos|Cheese Quesadilla,2023-04-25,0.00000,4.79,9764
54601,2,delivery,40pc Group Pack Boneless,2023-04-25,0.05000,46.29,1722
54602,3,delivery,Black Bean Crunchwrap Supreme|Diet Pepsi|Mtn Dew Baja Blast,2023-04-26,0.05300,10.71,7924
54603,2,delivery,40pc Group Pack Classic|50 Wings Boneless,2023-04-26,0.00000,103.28,5592
54604,1,delivery,Ranch Dressing,2023-04-26,0.07250,0.00,1193
54605,2,delivery,15pc Meal for 2 Boneless,2023-04-26,0.06250,21.66,4080
54606,2,delivery,15pc Meal for 2 Boneless,2023-04-26,0.05300,21.47,1770
54607,2,pickup,15 Wings Mix & Match|30 Crispy Tenders|100 Wings Classic,2023-04-26,0.06500,188.90,4295
54608,3,delivery,Diet Pepsi|Breakfast Crunchwrap Sausage|Bell Breakfast Box,2023-04-26,0.04450,12.72,1422
54609,3,delivery,Burrito Supreme,2023-04-26,0.04750,5.54,5737
54610,2,pickup,50pc Party Pack Mix & Match|50 Wings Boneless,2023-04-26,0.00000,115.98,9212
54611,1,delivery,Sausage Egg McMuffin Meal|Classic Big Mac Pack,2023-04-26,0.06350,23.16,7436
54612,2,pickup,Cajun Friend Corn Large,2023-04-26,0.04750,5.44,1929
54613,3,pickup,Double Steak Grilled Cheese Burrito|Spicy Double Steak Grilled Cheese Burrito,2023-04-26,0.04000,14.54,1130
54614,3,delivery,Spicy Ranch|Crunchwrap Supreme,2023-04-26,0.02900,5.75,1978
54615,1,delivery,Honest Kids Organic Apple Juice|Spicy Deluxe Crispy Chicken Sandwich|Bagel,2023-04-26,0.04225,9.56,7366
54616,3,pickup,Hot Cinnabon Delights Coffee,2023-04-26,0.06350,2.44,9476
54617,2,delivery,10 Wings Mix & Match|16pc Crispy Tender Pack,2023-04-26,0.06500,46.52,6460
54618,2,delivery,50pc Party Pack Boneless,2023-04-26,0.06625,58.85,9092
54619,1,delivery,Medium French Fries|Medium Hi-C Orange|Crispy Chicken Sandwich,2023-04-26,0.05500,10.73,7404
54620,2,delivery,7 Crispy Tenders|75 Wings Boneless,2023-04-26,0.07000,92.00,3826
54621,2,pickup,16pc Crispy Tender Pack|15pc Meal for 2 Classic|Seasoned Fries Regular,2023-04-26,0.05750,63.10,6163
54622,1,pickup,Bacon Egg Cheese Bagel|Medium Iced Caramel Macchiato,2023-04-26,0.04750,7.21,9864
54623,3,pickup,Burrito Supreme|Nacho Cheese Sauce|Hot Sauce Packet,2023-04-26,0.06500,6.49,5662
54624,1,pickup,Oatmeal|Mayonnaise Packet,2023-04-26,0.05750,3.80,9777
54625,2,pickup,Medium 8 pc Wing Combo Classic|50 Wings Mix & Match,2023-04-26,0.05300,74.53,2617
54626,1,delivery,Medium Mocha,2023-04-26,0.06875,3.73,5112
54627,3,pickup,Mug Root Beer (Large)|Creamy Jalapeno Sauce,2023-04-26,0.04225,3.12,1184
54628,3,delivery,Red Sauce,2023-04-26,0.07000,0.16,9327
54629,2,delivery,10 Wings Classic,2023-04-26,0.07250,12.75,3884
54630,2,delivery,30pc Crew Pack Boneless,2023-04-26,0.06850,35.89,6994
54631,2,pickup,20 Wings Classic|100pc Pack Mix & Match,2023-04-26,0.07000,164.87,485
54632,1,delivery,10 Pieces McNuggets Meal,2023-04-26,0.05750,9.40,4697
54633,2,pickup,Iced Tea 20oz|Seasoned Fries Regular|Triple Chocolate Chunk Brownie,2023-04-26,0.04225,7.89,1511
54634,2,pickup,Small 6 pc Wing Combo Mix & Match,2023-04-26,0.04500,12.01,876
54635,2,pickup,75pc Pack Mix & Match,2023-04-26,0.04500,104.59,7150
54636,1,pickup,Deluxe Crispy Chicken Sandwich Meal,2023-04-26,0.05750,9.30,4763
54637,1,pickup,Medium Frozen Coca Cola|McChicken Biscuit Meal|Crispy Chicken Sandwich,2023-04-26,0.05600,12.22,3850
54638,2,delivery,15 Wings Classic,2023-04-26,0.07000,18.71,9997
54639,1,pickup,Sweet N Sour Dipping Sauce|Medium Chocolate Shake|Egg Biscuit,2023-04-26,0.07000,6.72,1341
54640,3,delivery,Cheese Quesadilla|Supreme Variety Taco Party Pack|Cheesy Gordita Crunch Cravings Trio,2023-04-26,0.00000,38.78,4446
54641,1,pickup,Butter,2023-04-26,0.02900,0.00,9433
54642,2,delivery,30pc Crew Pack Mix & Match,2023-04-26,0.05600,43.71,6981
54643,3,pickup,Cinnabon Delights 12 Pack|Chips And Nachos Cheese Sauce,2023-04-26,0.04500,9.28,8255
54644,3,delivery,Nachos BellGrande|Taco & Burrito Cravings Pack|Brisk Mango Fiesta,2023-04-26,0.06500,28.62,1108
54645,1,delivery,Salt Packet|Medium Iced Hazelnut Latte|Medium Vanilla Cappuccino,2023-04-26,0.06875,7.03,9785
54646,2,pickup,20 Crispy Tenders|15 Wings Classic|40pc Group Pack Mix & Match,2023-04-26,0.05000,109.27,188
54647,2,pickup,75 Wings Classic|24pc Family Pack Mix & Match,2023-04-26,0.05500,126.58,876
54648,2,pickup,15pc Meal for 2 Mix & Match|100pc Pack Mix & Match,2023-04-26,0.06000,165.55,3422
54649,3,delivery,Iced Cinnabon Delights Coffee|Black Bean Quesarito,2023-04-26,0.04750,6.26,8513
54650,2,pickup,15pc Meal for 2 Mix & Match|100 Wings Boneless|75 Wings Boneless,2023-04-26,0.06625,212.90,3107
54651,2,delivery,Triple Chocolate Chunk Brownie,2023-04-26,0.07000,2.24,1990
54652,2,pickup,50 Wings Boneless|24pc Crispy Tender Pack,2023-04-26,0.06500,103.92,4637
54653,2,delivery,Medium 8 pc Wing Combo Mix & Match,2023-04-26,0.06250,14.12,8845
54654,2,delivery,15 Wings Mix & Match,2023-04-26,0.05600,18.47,9728
54655,2,pickup,4 Crispy Tenders,2023-04-26,0.05000,7.55,3584
54656,3,delivery,Soft Taco Party Pack|Grande Toasted Breakfast Burrito Sausage|Cheesy Roll Up,2023-04-26,0.04500,26.42,311
54657,2,pickup,30pc Crew Pack Classic,2023-04-26,0.05300,43.58,1166
54658,2,delivery,30pc Crew Pack Classic|15pc Meal for 2 Boneless,2023-04-26,0.06875,66.03,7491
54659,1,delivery,Ketchup Packet|Crispy Chicken Sandwich Meal,2023-04-26,0.04450,8.35,5334
54660,1,pickup,Tangy BBQ Dipping Sauce,2023-04-26,0.04225,0.00,9480
54661,3,pickup,White Hot Ranch Fries Burrito Veggie|Mtn Dew,2023-04-26,0.04450,6.14,4172
54662,1,pickup,10 Piece McNuggets Meal|Medium Caramel Macchiato,2023-04-26,0.05750,12.88,7884
54663,2,pickup,24pc Family Pack Mix & Match|Large 10 pc Wing Combo Mix & Match|Large 10 pc Wing Combo Boneless,2023-04-26,0.05750,65.64,8408
54664,2,pickup,Seasoned Fries Regular,2023-04-26,0.00000,2.79,103
54665,1,pickup,Medium Iced French Vanilla Coffee|Ketchup Packet,2023-04-26,0.06500,2.86,8278
54666,3,pickup,Iced Cinnabon Delights Coffee|Beefy 5-Layer Burrito,2023-04-26,0.04450,6.56,3550
54667,2,pickup,Large 10 pc Wing Combo Classic|50pc Party Pack Boneless,2023-04-26,0.06100,74.78,8595
54668,1,pickup,Apple Pie|Double Quarter Pounder With Cheese,2023-04-26,0.06625,9.26,3180
54669,1,delivery,Medium Iced Caramel Mocha|Medium Frozen Fanta (Blue Raspberry),2023-04-26,0.06350,5.93,5998
54670,3,pickup,3 Doritos Locos Tacos Combo,2023-04-26,0.04750,9.31,7031
54671,1,pickup,Sausage Egg McMuffin Meal,2023-04-26,0.05300,5.99,3043
54672,2,delivery,75pc Pack Classic,2023-04-26,0.05300,105.39,9473
54673,2,pickup,10 Wings Mix & Match|15 Wings Mix & Match,2023-04-26,0.06350,31.25,8938
54674,2,pickup,Soft Drinks 32oz|40pc Group Pack Classic|20 Wings Mix & Match,2023-04-26,0.04000,82.34,4938
54675,2,delivery,15 Wings Mix & Match|Louisiana Voodoo Fries Regular|Iced Tea 20oz,2023-04-26,0.04450,25.87,7819
54676,1,pickup,Medium Root Beer|Medium Vanilla Cappuccino,2023-04-26,0.07250,5.45,5274
54677,3,pickup,Red Sauce,2023-04-26,0.02900,0.15,216
54678,3,pickup,Cheesy Gordita Crunch Cravings Trio|(1) Cheesy Gordita Crunch Cravings Trio|Chipotle Ranch Grilled Chicken Burrito,2023-04-26,0.00000,12.00,8299
54679,1,pickup,Ketchup Packet,2023-04-26,0.05500,0.00,8741
54680,1,pickup,Sausage Egg McMuffin|6 Piece McNuggets,2023-04-26,0.05300,7.88,5350
54681,3,delivery,Wild Cherry Freeze,2023-04-26,0.05600,4.11,1612
54682,1,delivery,Medium Premium Hot Chocolate|Cinnamon Roll|Medium Iced Caramel Mocha,2023-04-26,0.06850,10.12,6477
54683,2,delivery,Small 6 pc Wing Combo Classic,2023-04-26,0.04000,11.95,6490
54684,2,delivery,20 Wings Classic,2023-04-26,0.06625,24.51,9108
54685,2,pickup,75pc Pack Classic,2023-04-26,0.04750,104.84,9864
54686,2,delivery,75 Wings Classic,2023-04-26,0.05750,90.41,16
54687,1,pickup,Splenda Packet|Medium Strawberry Shake|Triple Cheeseburger,2023-04-26,0.04450,8.54,604
54688,3,pickup,My Cravings Box|Fiesta Veggie Burrito,2023-04-26,0.04500,7.31,1434
54689,1,delivery,McDouble|Double Bacon Quarter Pounder With Cheese,2023-04-26,0.04750,11.29,8229
54690,2,delivery,24pc Family Pack Classic|100 Wings Boneless|Buffalo Ranch Fries Large,2023-04-26,0.06000,149.11,9548
54691,1,delivery,Medium Minute Maid Orange Juice|Splenda Packet|Salt Packet,2023-04-26,0.06500,3.50,7083
54692,2,delivery,Soft Drinks 32oz|40pc Group Pack Boneless,2023-04-26,0.06350,50.39,3019
54693,1,delivery,Double Quarter Cheese Deluxe,2023-04-26,0.05500,7.27,6870
54694,3,pickup,Breakfast Crunchwrap Bacon|Ultimate Game Day Box|Crispy Chicken Wings,2023-04-26,0.06850,34.49,8862
54695,2,pickup,30pc Crew Pack Mix & Match,2023-04-26,0.07000,44.29,1791
54696,2,delivery,10 Wings Mix & Match|30pc Crew Pack Boneless|50 Wings Boneless,2023-04-26,0.06100,101.72,298
54697,3,delivery,Mild Sauce Packet,2023-04-26,0.07250,0.00,9026
54698,1,delivery,Double Quarter Pounder With Cheese Meal|Crispy Chicken Sandwich Meal,2023-04-26,0.06500,19.68,4761
54699,2,delivery,Cheese Fries Large|Cheese Fries Regular|75 Wings Mix & Match,2023-04-26,0.04450,98.99,6563
54700,3,pickup,Blue Raspberry Freeze|Diet Mountain Dew (Medium)|Cinnabon Delights 2 Pack,2023-04-26,0.06250,9.21,9219
54701,1,delivery,Sausage McGriddle,2023-04-26,0.04450,4.17,1690
54702,1,pickup,Sausage Egg Biscuit|Hot Fudge Sundae,2023-04-27,0.06000,7.93,9742
54703,3,delivery,Ultimate Game Day Box,2023-04-27,0.04500,22.99,5103
54704,3,delivery,Bell Breakfast Box|Cheesy Gordita Crunch|Nachos BellGrande,2023-04-27,0.05300,18.20,8364
54705,3,pickup,Bean Burrito,2023-04-27,0.05600,1.68,5641
54706,2,delivery,Cheese Fries Large|Small 6 pc Wing Combo Mix & Match|15pc Meal for 2 Boneless,2023-04-27,0.04225,39.26,8306
54707,2,pickup,50pc Party Pack Mix & Match,2023-04-27,0.04450,68.51,8335
54708,2,pickup,Seasoned Fries Large,2023-04-27,0.04500,4.80,1230
54709,2,delivery,Seasoned Fries Large|10 Wings Classic,2023-04-27,0.07250,17.67,7065
54710,1,pickup,Medium Latte|Syrup|Sausage Egg Cheese Bagel Meal,2023-04-27,0.04225,10.09,6084
54711,2,pickup,30 Wings Mix & Match|100 Wings Mix & Match,2023-04-27,0.04450,156.55,2053
54712,3,delivery,Cinnabon Delights 2 Pack|Crispy Melt Taco|Burrito Supreme,2023-04-27,0.06850,10.55,4696
54713,3,pickup,Steak Quesadilla|3 Crunchy Tacos Combo,2023-04-27,0.05750,14.47,3012
54714,2,pickup,75pc Pack Mix & Match|Cheese Fries Regular,2023-04-27,0.05500,109.28,4917
54715,1,pickup,McChicken Biscuit Meal|Sausage Egg McMuffin|Filet O Fish,2023-04-27,0.06100,15.03,3890
54716,1,pickup,Egg Biscuit|Medium Mango Pineapple Smoothie,2023-04-27,0.06500,6.69,9324
54717,1,pickup,Medium Hawaiian Punch|Medium Iced Pumpkin Latte,2023-04-27,0.02900,5.23,6346
54718,1,delivery,Hash Browns|Sausage Egg Biscuit Meal|McChicken,2023-04-27,0.04450,12.40,7359
54719,1,pickup,Classic Big Mac Pack|Filet O Fish Meal,2023-04-27,0.04000,25.98,8740
54720,3,delivery,Diet Mountain Dew (Small)|Breakfast Crunchwrap Sausage|Chicken Quesadilla Combo,2023-04-27,0.06250,17.18,1769
54721,1,delivery,Double Hamburger|Medium Iced French Vanilla Latte|Bacon Egg Cheese McGriddle Meal,2023-04-27,0.06625,12.98,866
54722,1,pickup,Sausage McMuffin Meal,2023-04-27,0.00000,5.09,2181
54723,3,delivery,Mug Root Beer (Medium),2023-04-27,0.05600,2.95,5334
54724,2,pickup,Louisiana Voodoo Fries Large|Cajun Friend Corn Large,2023-04-27,0.05300,11.88,734
54725,1,pickup,Medium Strawberry Shake,2023-04-27,0.06875,3.94,6645
54726,2,delivery,10 Wings Mix & Match,2023-04-27,0.05500,12.54,1174
54727,2,delivery,50 Wings Mix & Match|100pc Pack Mix & Match|(1) 50 Wings Mix & Match,2023-04-27,0.05500,259.60,8855
54728,1,pickup,Medium Caramel Latte,2023-04-27,0.04225,3.43,7480
54729,1,delivery,Oreo Fudge McFlurry|Syrup|Medium Hi-C Orange,2023-04-27,0.07000,6.72,1614
54730,1,delivery,Cheeseburger|Sausage Egg Cheese McGriddle Meal,2023-04-27,0.06500,8.39,5192
54731,2,pickup,30 Wings Classic|Seasoned Fries Large,2023-04-27,0.02900,40.62,5176
54732,1,pickup,Caramel Sundae|Medium French Vanilla Latte,2023-04-27,0.04750,7.10,8472
54733,1,pickup,2 Sausage Burrito Meal|Mayonnaise Packet,2023-04-27,0.06000,5.93,9981
54734,3,pickup,Mexican Pizza|Avocado Ranch Sauce,2023-04-27,0.07000,5.55,3384
54735,1,pickup,Mayonnaise Packet|Crispy Chicken Sandwich,2023-04-27,0.07000,5.13,1171
54736,3,delivery,Nachos BellGrande Combo,2023-04-27,0.06625,10.87,2810
54737,2,pickup,100 Wings Classic,2023-04-27,0.04450,120.11,2008
54738,3,delivery,Blue Raspberry Freeze|Dole Lemonade Strawberry Squeeze|Brisk Mango Fiesta,2023-04-27,0.04450,10.10,7677
54739,2,pickup,20 Wings Mix & Match|75pc Pack Mix & Match,2023-04-27,0.00000,123.08,691
54740,1,pickup,Medium Fanta Orange|20 Pieces McNuggets|Medium Iced Hazelnut Latte,2023-04-27,0.04225,12.48,1685
54741,1,pickup,Hot & Spicy McChicken,2023-04-27,0.07000,3.41,6899
54742,1,delivery,Ketchup Packet|Quarter Pounder With Cheese,2023-04-27,0.04500,5.42,3405
54743,3,pickup,Grande Toasted Breakfast Burrito Bacon,2023-04-27,0.07000,6.73,7106
54744,3,delivery,Spicy Double Steak Grilled Cheese Burrito|Mild Sauce Packet|Red Sauce,2023-04-27,0.00000,7.14,2950
54745,3,delivery,Regular Iced Coffee,2023-04-27,0.04000,2.07,8280
54746,3,delivery,Blue Raspberry Electric Strawberry Freeze|Black Bean Crunchwrap Supreme,2023-04-27,0.07250,8.88,7422
54747,2,pickup,Soft Drinks 20oz|30 Wings Classic|50pc Party Pack Mix & Match,2023-04-27,0.05500,108.84,3041
54748,1,delivery,Caramel Sundae|Hash Browns,2023-04-27,0.07250,6.95,3867
54749,3,pickup,Classic Combo|Cheesy Gordita Crunch,2023-04-27,0.05000,10.28,3295
54750,2,pickup,75pc Pack Mix & Match,2023-04-27,0.07250,107.35,6237
54751,3,pickup,3 Doritos Locos Tacos Supreme Combo|Drinks Party Pack,2023-04-27,0.05600,14.98,7735
54752,3,delivery,Veggie Mexican Pizza|Soft Taco Party Pack|Black Beans,2023-04-27,0.04450,28.90,7287
54753,3,delivery,Soft Taco Party Pack|Crispy Melt Taco|Dr Pepper,2023-04-27,0.06850,28.28,8735
54754,3,delivery,Cheese Quesadilla,2023-04-27,0.04500,3.96,8360
54755,1,delivery,Blueberry & Creme Pie|Sausage Egg Cheese McGriddle Meal,2023-04-27,0.04225,8.63,9318
54756,3,pickup,Breakfast Quesadilla Sausage,2023-04-27,0.06350,3.07,7557
54757,1,pickup,Sausage Egg Cheese Biscuit|Medium Caramel Latte|Sausage McMuffin Meal,2023-04-27,0.05750,13.72,8995
54758,3,delivery,Spicy Potato Soft Taco,2023-04-27,0.04750,1.05,7065
54759,2,pickup,Louisiana Voodoo Fries Large|Large 5 pc Crispy Tender Combo,2023-04-27,0.04750,18.83,93
54760,3,pickup,3 Soft Tacos Supreme Combo|Cheesy Gordita Crunch Cravings Trio,2023-04-27,0.04450,15.66,8262
54761,2,delivery,100 Wings Classic,2023-04-27,0.04500,120.16,3990
54762,3,pickup,Mtn Dew,2023-04-27,0.05300,3.04,1340
54763,2,delivery,8 pc Meal for 2 – Crispy Tenders|100 Wings Classic,2023-04-27,0.05300,141.92,7361
54764,1,pickup,Spicy Deluxe Crispy Chicken Sandwich|Crispy Chicken Sandwich,2023-04-27,0.06000,11.43,5436
54765,3,pickup,Wild Cherry Electric Strawberry Freeze|Diet Mountain Dew (Large),2023-04-27,0.07250,7.27,2149
54766,2,delivery,4 Crispy Tenders|Veggie Sticks Carrots Only|(1) 4 Crispy Tenders,2023-04-27,0.06000,17.14,533
54767,3,delivery,Black Beans|3 Doritos Locos Tacos Combo|3 Soft Tacos Supreme Combo,2023-04-27,0.06625,21.93,4241
54768,1,pickup,Blueberry & Creme Pie|Sausage Egg Cheese Bagel|Bacon Egg Cheese Bagel,2023-04-27,0.06625,12.87,2234
54769,3,delivery,Breakfast Quesadilla Bacon|Breakfast Crunchwrap Bacon,2023-04-27,0.06875,6.60,3811
54770,1,delivery,Mild Picante Salsa,2023-04-27,0.07250,0.00,2175
54771,2,pickup,Small 6 pc Wing Combo Mix & Match,2023-04-27,0.04500,12.01,2597
54772,3,pickup,Taco & Burrito Cravings Pack|Grande Toasted Breakfast Burrito Sausage|Classic Combo,2023-04-27,0.06625,27.49,2503
54773,3,pickup,Pintos N Cheese,2023-04-27,0.06250,2.33,4023
54774,2,pickup,50pc Party Pack Mix & Match,2023-04-27,0.05600,69.26,705
54775,3,pickup,Diet Mountain Dew (Small),2023-04-27,0.02900,2.77,1082
54776,2,delivery,15 Wings Mix & Match|50 Wings Classic|30pc Crew Pack Boneless,2023-04-27,0.06875,116.03,8190
54777,3,pickup,Mexican Pizza,2023-04-27,0.06100,5.29,9328
54778,1,delivery,Medium Iced Pumpkin Latte|Smoky BLT Quarter Pounder With Cheese,2023-04-27,0.07000,11.21,250
54779,2,delivery,15 Wings Boneless|24pc Family Pack Classic,2023-04-27,0.05500,53.15,3249
54780,1,pickup,Medium Iced Caramel Mocha|Deluxe Crispy Chicken Sandwich Meal,2023-04-27,0.05750,12.99,2220
54781,2,delivery,16pc Crispy Tender Pack,2023-04-27,0.04500,33.22,2169
54782,2,pickup,Large 10 pc Wing Combo Classic|30pc Crew Pack Mix & Match|100 Wings Boneless,2023-04-27,0.04750,164.22,6503
54783,2,delivery,10 Wings Boneless|Seasoned Fries Regular,2023-04-27,0.05300,14.09,9133
54784,1,pickup,Quarter Pounder With Cheese Meal|Double Bacon Quarter Pounder With Cheese Meal,2023-04-27,0.04225,19.47,6648
54785,2,pickup,24pc Family Pack Mix & Match|Cajun Fried Corn Regular,2023-04-27,0.06875,40.80,7254
54786,2,pickup,75pc Pack Classic,2023-04-27,0.04500,104.59,3210
54787,3,pickup,3 Crunchy Tacos Supreme Combo|Grande Toasted Breakfast Burrito Sausage,2023-04-27,0.00000,13.28,4184
54788,3,pickup,Fire Sauce Packet|Burrito Supreme Combo,2023-04-27,0.05300,10.10,8754
54789,2,delivery,100pc Pack Mix & Match,2023-04-27,0.06100,139.09,1974
54790,1,pickup,Medium Mango Pineapple Smoothie,2023-04-27,0.05300,3.89,1601
54791,2,pickup,Medium 8 pc Wing Combo Classic,2023-04-27,0.07250,14.25,2608
54792,1,delivery,Medium Vanilla Cappuccino,2023-04-27,0.05000,3.45,359
54793,3,delivery,Wild Cherry Freeze,2023-04-27,0.05500,4.10,348
54794,3,pickup,Cheesy Gordita Crunch|Veggie Mexican Pizza|Beefy 5-Layer Burrito,2023-04-27,0.07000,14.73,4652
54795,1,pickup,Medium Vanilla Shake|Blueberry & Creme Pie,2023-04-27,0.06500,6.58,9812
54796,3,pickup,Diablo Sauce Packet,2023-04-27,0.05600,0.00,5167
54797,3,delivery,Ultimate Game Day Box|Cheesy Toasted Breakfast Burrito Bacon,2023-04-27,0.06850,25.10,9057
54798,2,delivery,Louisiana Voodoo Fries Large|50pc Party Pack Classic,2023-04-27,0.06500,76.34,5751
54799,3,delivery,White Hot Ranch Fries Veggie|Mtn Dew Baja Blast|Chalupa Supreme,2023-04-27,0.00000,10.67,2813
54800,3,pickup,Pintos N Cheese|Cheese Quesadilla,2023-04-27,0.04225,6.23,8196
54801,1,delivery,2 Half Strips Bacon,2023-04-27,0.05000,2.30,1323
54802,3,pickup,Double Steak Grilled Cheese Burrito,2023-04-28,0.07000,7.48,636
54803,3,delivery,Chipotle Ranch Grilled Chicken Burrito,2023-04-28,0.05000,2.10,2906
54804,3,delivery,Chicken Chipotle Melt|Variety Taco Party Pack,2023-04-28,0.06250,31.11,4499
54805,3,pickup,Beefy Melt Burrito,2023-04-28,0.04000,2.08,4892
54806,3,pickup,Blue Raspberry Freeze,2023-04-28,0.04750,4.07,1335
54807,3,pickup,Cheesy Bean And Rice Burrito|Bean Burrito|Crunchwrap Supreme,2023-04-28,0.06500,8.39,1208
54808,2,delivery,75 Wings Boneless|4 Crispy Tenders|100pc Pack Classic,2023-04-28,0.05000,223.41,5682
54809,3,pickup,Brisk Dragon Paradise Sparkling Iced Tea|Cheese Quesadilla|White Hot Ranch Fries Veggie,2023-04-28,0.04000,10.06,7147
54810,2,pickup,75 Wings Classic|Cheese Fries Large,2023-04-28,0.05750,96.53,883
54811,3,delivery,Chipotle Ranch Grilled Chicken Burrito|Reduced-Fat Sour Cream,2023-04-28,0.06875,2.94,153
54812,1,pickup,Double Bacon Quarter Pounder With Cheese Meal|Classic Big Mac Pack|Bacon Egg Cheese Biscuit,2023-04-28,0.06000,32.62,7509
54813,1,pickup,Sugar Packet|Regular M&M McFlurry|Egg McMuffin Meal,2023-04-28,0.05500,11.37,8888
54814,2,pickup,Veggie Sticks Celery Only|10 Wings Mix & Match,2023-04-28,0.05750,14.47,9295
